"","sex","age","agegr","placesize","region","edu","eduspec","socprof","unempdur","income","marital","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","bmi"
"3105","MALE",55,"45-59","URBAN 20,000-100,000","Pomorskie","VOCATIONAL/GRAMMAR","technical science","OTHER ECONOMICALLY INACTIVE",24,0,"MARRIED","MOSTLY DISSATISFIED",19,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"YES",0,"YES","YES","NO","0","NO",NA,NA,"NONE",175,74,24.1632653061224
"3106","FEMALE",37,"35-44","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","healthcare","EMPLOYED IN PRIVATE SECTOR",0,0,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",158,80,32.0461464508893
"3107","MALE",51,"45-59","RURAL AREAS","Malopolskie","SECONDARY","technical science","EMPLOYED IN PUBLIC SECTOR",0,2400,"MARRIED","MOSTLY SATISFIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",7,"NO",0,"YES","NO","NO","0","NO",NA,NA,"NONE",171,73,24.9649464792586
"3108","MALE",39,"35-44","URBAN 200,000-500,000","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","technical science","EMPLOYED IN PRIVATE SECTOR",12,1500,"MARRIED","MIXED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",0,"NO",0,"YES","YES","YES","13","YES, TO EU COUNTRY","FOREVER","GREAT BRITAIN","ACTIVE",180,90,27.7777777777778
"3109","MALE",45,"45-59","URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","production and processing","EMPLOYED IN PRIVATE SECTOR",0,1600,"MARRIED","PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",18,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",188,86,24.3322770484382
"3110","FEMALE",20,"16-24","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","no specialisation","OTHER ECONOMICALLY INACTIVE",0,0,"SINGLE","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",25,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",167,50,17.9282154254366
"3111","FEMALE",43,"35-44","URBAN 20,000-100,000","Mazowieckie","SECONDARY","no specialisation","UNEMPLOYED",8,1000,"WIDOWED","MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",166,68,24.6770213383655
"3112","MALE",19,"16-24","URBAN BELOW 20,000","Podkarpackie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",8,"NO","NO","NO","0","YES, TO EU COUNTRY","IT DEPENDS","NETHERLANDS","ACTIVE",183,68,20.3051748335274
"3113","FEMALE",29,"25-34","URBAN 100,000-200,000","Malopolskie","POST-SECONDARY OR HIGHER","social sciences","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED","MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",176,75,24.2122933884298
"3114","FEMALE",50,"45-59","URBAN 100,000-200,000","Wielkopolskie","SECONDARY","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1587,"DIVORCED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",164,64,23.7953599048186
"3115","MALE",45,"45-59","URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","technical science","RETIRED",7,3000,"MARRIED","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",176,90,29.0547520661157
"3116","FEMALE",57,"45-59","URBAN BELOW 20,000","Podkarpackie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PUBLIC SECTOR",0,1200,"MARRIED","MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",169,68,23.8086901719128
"3117","MALE",19,"16-24","RURAL AREAS","Podlaskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",174,53,17.5056150085877
"3118","FEMALE",52,"45-59","URBAN 500,000 AND OVER","Malopolskie","POST-SECONDARY OR HIGHER","pedagogics","EMPLOYED IN PRIVATE SECTOR",0,1700,"MARRIED","PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",172,85,28.7317468902109
"3119","FEMALE",31,"25-34","URBAN 100,000-200,000","Lubelskie","VOCATIONAL/GRAMMAR","services for the population and transport services","OTHER ECONOMICALLY INACTIVE",24,0,"MARRIED","MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",29,"NO","NO","NO","0","NO",NA,NA,"NONE",169,70,24.5089457652043
"3120","FEMALE",51,"45-59","URBAN 200,000-500,000","Lubuskie","VOCATIONAL/GRAMMAR","economy and administration","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED","MOSTLY SATISFIED",5,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,60,21.2585034013605
"3121","FEMALE",57,"45-59","URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",168,63,22.3214285714286
"3122","FEMALE",64,"60-64","URBAN 20,000-100,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","economy and administration","RETIRED",0,1270,"SINGLE","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",157,58,23.5303663434622
"3123","MALE",53,"45-59","URBAN 100,000-200,000","Wielkopolskie","SECONDARY","architecture and construction","LONG-TERM SICK/DISABLED",0,0,"DIVORCED","MIXED",1,"ONE CAN`T BE TOO CAREFUL","NO","NO OPINION","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",175,88,28.734693877551
"3124","FEMALE",41,"35-44","RURAL AREAS","Mazowieckie","SECONDARY","social sciences","EMPLOYED IN PRIVATE SECTOR",0,1400,"DIVORCED","MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",164,52,19.3337299226651
"3125","FEMALE",73,"65+","RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","other","RETIRED",0,900,"MARRIED","DELIGHTED",14,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",150,70,31.1111111111111
"3126","FEMALE",23,"16-24","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",0,2500,"MARRIED","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,67,23.1833910034602
"3127","FEMALE",52,"45-59","URBAN 100,000-200,000","Lodzkie","SECONDARY","social sciences","EMPLOYED IN PRIVATE SECTOR",0,1000,"DIVORCED","UNHAPPY",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,85,29.4117647058824
"3128","FEMALE",58,"45-59","URBAN 200,000-500,000","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","production and processing","RETIRED",0,1150,"MARRIED","MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",15,"NO","NO","NO","0","NO",NA,NA,"NONE",165,54,19.8347107438017
"3129","MALE",19,"16-24","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",5,"YES",15,"NO","NO","NO","0","NO",NA,NA,"NONE",176,70,22.5981404958678
"3130","MALE",22,"16-24","URBAN 100,000-200,000","Wielkopolskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,0,"SINGLE","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",0,"YES","NO","NO","0","NO",NA,NA,"NONE",176,60,19.3698347107438
"3131","FEMALE",47,"45-59","RURAL AREAS","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","liberal arts","EMPLOYED IN PUBLIC SECTOR",0,2400,"DIVORCED","MOSTLY DISSATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"YES","NO","NO","0","NO",NA,NA,"PASSIVE",170,55,19.0311418685121
"3132","FEMALE",19,"16-24","RURAL AREAS","Wielkopolskie","SECONDARY","no specialisation","OTHER ECONOMICALLY INACTIVE",0,0,"SINGLE","PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",169,90,31.5115016981198
"3133","FEMALE",20,"16-24","URBAN 100,000-200,000","Pomorskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",12,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",164,60,22.3081499107674
"3134","FEMALE",21,"16-24","RURAL AREAS","Wielkopolskie","SECONDARY","social sciences","EMPLOYED IN PRIVATE SECTOR",0,0,"SINGLE","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",160,58,22.65625
"3135","FEMALE",21,"16-24","URBAN 20,000-100,000","Slaskie","VOCATIONAL/GRAMMAR","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1000,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",8,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",170,60,20.7612456747405
"3136","MALE",22,"16-24","RURAL AREAS","Opolskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,0,"SINGLE","MOSTLY SATISFIED",2,"IT`S DIFFICULT TO TELL","YES","YES","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",180,82,25.3086419753086
"3137","MALE",32,"25-34","URBAN 100,000-200,000","Dolnoslaskie","SECONDARY","technical science","EMPLOYED IN PRIVATE SECTOR",0,3200,"MARRIED","DELIGHTED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",15,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",170,84,29.0657439446367
"3138","MALE",71,"65+","URBAN BELOW 20,000","Podkarpackie","SECONDARY","technical science","RETIRED",0,1400,"MARRIED","PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,90,31.8877551020408
"3139","MALE",32,"25-34","RURAL AREAS","Lodzkie","SECONDARY","no specialisation","EMPLOYED IN PRIVATE SECTOR",2,2500,"MARRIED","MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",175,75,24.4897959183673
"3140","MALE",68,"65+","RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,1600,"WIDOWED","MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","SWEDEN","NONE",182,106,32.0009660669001
"3141","MALE",63,"60-64","URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,3100,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",176,117,37.7711776859504
"3142","FEMALE",20,"16-24","RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","PLEASED",2,"IT`S DIFFICULT TO TELL","YES","YES","YES",7,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY","LESS THAN 1 YEAR","SWEDEN","NONE",170,67,23.1833910034602
"3143","FEMALE",52,"45-59","URBAN 100,000-200,000","Swietokrzyskie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PUBLIC SECTOR",1,1500,"DE FACTO SEPARATED","MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",160,61,23.828125
"3144","FEMALE",60,"60-64","URBAN 20,000-100,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","services for the population and transport services","RETIRED",0,1500,"MARRIED","PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",155,75,31.2174817898023
"3145","FEMALE",18,"16-24","RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,0,"SINGLE","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",12,"NO",0,"NO","NO","NO","0","YES, TO EU COUNTRY",NA,"GREAT BRITAIN","PASSIVE",165,61,22.4058769513315
"3146","FEMALE",30,"25-34","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",10,1500,"MARRIED","MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,82,30.4878048780488
"3147","MALE",53,"45-59","RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","no specialisation","LONG-TERM SICK/DISABLED",24,640,"SINGLE","MOSTLY DISSATISFIED",9,"IT`S DIFFICULT TO TELL","YES","YES","YES",0,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",167,80,28.6851446806985
"3148","FEMALE",31,"25-34","URBAN 100,000-200,000","Lubelskie","POST-SECONDARY OR HIGHER","pedagogics","OTHER ECONOMICALLY INACTIVE",17,0,"MARRIED","MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",174,69,22.7903289734443
"3149","MALE",77,"65+","URBAN BELOW 20,000","Dolnoslaskie","SECONDARY","technical science","RETIRED",24,2200,"MARRIED","MOSTLY SATISFIED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",167,80,28.6851446806985
"3150","MALE",57,"45-59","URBAN 100,000-200,000","Mazowieckie","POST-SECONDARY OR HIGHER","social sciences","LONG-TERM SICK/DISABLED",0,1900,"MARRIED","MIXED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",4,"NO","NO","NO","0","NO",NA,NA,"NONE",171,105,35.9084846619473
"3151","FEMALE",52,"45-59","RURAL AREAS","Dolnoslaskie","SECONDARY","economy and administration","EMPLOYED IN PRIVATE SECTOR",0,2000,"WIDOWED","MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",154,60,25.2993759487266
"3152","MALE",71,"65+","URBAN 100,000-200,000","Lodzkie","POST-SECONDARY OR HIGHER","other","RETIRED",24,2300,"MARRIED","PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,70,24.2214532871972
"3153","MALE",39,"35-44","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","FARMER",0,0,"MARRIED","MIXED",2,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",20,"YES",40,"NO","NO","NO","0","YES, TO EU COUNTRY","FOREVER","USA","NONE",178,78,24.6181037747759
"3154","MALE",38,"35-44","URBAN BELOW 20,000","Lubuskie","SECONDARY","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1234,"SINGLE","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"YES",20,"NO","NO","NO","0","YES, TO EU COUNTRY","FOREVER",NA,"NONE",168,86,30.4705215419501
"3155","MALE",80,"65+","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","RETIRED",0,1400,"WIDOWED","MOSTLY SATISFIED",14,"IT`S DIFFICULT TO TELL","YES","YES","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",169,91,31.8616294947656
"3156","FEMALE",45,"45-59","URBAN 200,000-500,000","Warminsko-mazurskie","SECONDARY","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,1500,"MARRIED","MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",165,70,25.7116620752984
"3157","FEMALE",60,"60-64","URBAN 200,000-500,000","Slaskie","SECONDARY","production and processing","RETIRED",24,3000,"MARRIED","PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,74,27.5133848899465
"3158","MALE",35,"35-44","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","EMPLOYED IN PRIVATE SECTOR",0,1400,"SINGLE","MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",175,70,22.8571428571429
"3159","MALE",61,"60-64","URBAN 100,000-200,000","Pomorskie","SECONDARY","technical science","LONG-TERM SICK/DISABLED",0,1800,"MARRIED","MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,96,33.2179930795848
"3160","FEMALE",36,"35-44","RURAL AREAS","Lubuskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","UNEMPLOYED",24,0,"MARRIED","MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",5,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",165,54,19.8347107438017
"3161","MALE",44,"35-44","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","production and processing","OTHER ECONOMICALLY INACTIVE",6,0,"MARRIED","PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",50,"YES",40,"NO","NO","NO","0","NO","IT DEPENDS",NA,"NONE",170,68,23.5294117647059
"3162","FEMALE",36,"35-44","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","liberal arts","EMPLOYED IN PUBLIC SECTOR",0,0,"MARRIED","PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",0,"YES","YES","NO","0","NO",NA,NA,"ACTIVE",172,77,26.0275824770146
"3163","MALE",64,"60-64","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,1400,"MARRIED","MIXED",21,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",0,"YES",10,"NO","NO","NO","0","NO",NA,NA,"NONE",164,80,29.7441998810232
"3164","MALE",46,"45-59","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED","DELIGHTED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"YES",20,"YES","NO","NO","0","NO",NA,NA,"NONE",176,74,23.8894628099174
"3165","FEMALE",55,"45-59","RURAL AREAS","Slaskie","SECONDARY","physical sciences","OTHER ECONOMICALLY INACTIVE",24,0,"MARRIED","MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",3,"NO",0,"NO","YES","NO","0","NO",NA,NA,"NONE",178,98,30.9304380760005
"3166","MALE",25,"25-34","URBAN 100,000-200,000","Podkarpackie","POST-SECONDARY OR HIGHER","computer science","UNEMPLOYED",9,0,"SINGLE","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",20,"YES","NO","NO","0","NO",NA,NA,"ACTIVE",180,72,22.2222222222222
"3167","FEMALE",54,"45-59","RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",24,0,"MARRIED","MIXED",2,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",2,"YES",10,"NO","NO","NO","0","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",164,70,26.0261748958953
"3168","FEMALE",44,"35-44","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","architecture and construction","EMPLOYED IN PRIVATE SECTOR",0,2700,"MARRIED","MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",173,69,23.0545624644993
"3169","MALE",45,"45-59","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","technical science","LONG-TERM SICK/DISABLED",0,500,"MARRIED","PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",180,88,27.1604938271605
"3170","FEMALE",27,"25-34","RURAL AREAS","Lodzkie","SECONDARY","protection and safety","EMPLOYED IN PRIVATE SECTOR",18,1000,"SINGLE","MIXED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"PASSIVE",162,75,28.5779606767261
"3171","MALE",37,"35-44","URBAN 20,000-100,000","Mazowieckie","VOCATIONAL/GRAMMAR","production and processing","UNEMPLOYED",1,2000,"SINGLE","DELIGHTED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",20,"YES","NO","NO","0","NO",NA,NA,"PASSIVE",178,85,26.8274207802045
"3172","MALE",48,"45-59","RURAL AREAS","Wielkopolskie","SECONDARY","production and processing","LONG-TERM SICK/DISABLED",0,600,"MARRIED","MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",32,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",170,80,27.681660899654
"3173","MALE",45,"45-59","RURAL AREAS","Podlaskie","VOCATIONAL/GRAMMAR","production and processing","FARMER",0,3000,"MARRIED","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",50,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",178,84,26.5118040651433
"3174","FEMALE",26,"25-34","URBAN 200,000-500,000","Lubuskie","POST-SECONDARY OR HIGHER","economy and administration","EMPLOYED IN PRIVATE SECTOR",0,2400,"MARRIED","PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",165,60,22.038567493113
"3175","FEMALE",54,"45-59","RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",0,0,"MARRIED","MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",20,"NO","NO","NO","0","NO",NA,NA,"NONE",167,90,32.2707877657858
"3176","FEMALE",50,"45-59","URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","no specialisation","EMPLOYED IN PUBLIC SECTOR",0,1500,"WIDOWED","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",1,"YES",15,"NO","NO","NO","0","NO",NA,NA,"NONE",167,75,26.8923231381548
"3177","MALE",65,"65+","URBAN 100,000-200,000","Slaskie","SECONDARY","production and processing","RETIRED",24,4000,"MARRIED","PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",20,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",168,76,26.9274376417234
"3178","FEMALE",59,"45-59","URBAN 100,000-200,000","Wielkopolskie","VOCATIONAL/GRAMMAR","production and processing","OTHER ECONOMICALLY INACTIVE",24,0,"MARRIED","MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"YES",15,"NO","NO","NO","0","NO",NA,NA,"NONE",158,78,31.244992789617
"3179","FEMALE",22,"16-24","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","no specialisation","PUPIL OR STUDENT",0,500,"SINGLE","MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"NO",0,"NO","NO","NO","0","NO",NA,NA,"ACTIVE",165,54,19.8347107438017
"3180","FEMALE",29,"25-34","RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","UNEMPLOYED",0,0,"SINGLE","PLEASED",10,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",10,"YES",20,"NO","YES","NO","0","NO",NA,NA,"NONE",165,58,21.3039485766759
"3181","FEMALE",91,"65+","RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","not applicable","RETIRED",24,950,"WIDOWED","MOSTLY SATISFIED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",156,58,23.8330046022354
"3182","FEMALE",56,"45-59","URBAN BELOW 20,000","Lubelskie","SECONDARY","production and processing","OTHER ECONOMICALLY INACTIVE",0,4200,"MARRIED","MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",164,80,29.7441998810232
"3183","FEMALE",65,"65+","URBAN BELOW 20,000","Wielkopolskie","SECONDARY","no specialisation","RETIRED",0,1200,"MARRIED","MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",0,"NO","NO","NO","0","NO",NA,NA,"NONE",162,70,26.6727632982777
